customer_id,signup_month,transaction_date,corridor,amount,fee_revenue
CUST00011,2024-12-01,2025-06-27,Nigeria,249.72,9.87
CUST00012,2024-12-01,2024-12-08,India,435.52,7.35
CUST00012,2024-12-01,2025-01-02,India,634.14,10.98
CUST00012,2024-12-01,2025-01-13,India,298.29,5.36
CUST00012,2024-12-01,2025-01-20,India,391.57,7.48
CUST00012,2024-12-01,2025-03-13,India,453.1,7.33
CUST00012,2024-12-01,2025-03-16,India,510.96,9.71
CUST00012,2024-12-01,2025-05-01,India,332.43,5.94
CUST00012,2024-12-01,2025-05-21,India,351.61,6.51
CUST00013,2024-11-01,2024-11-23,Nigeria,132.84,4.88
CUST00013,2024-11-01,2025-01-23,Nigeria,100.13,4.36
CUST00013,2024-11-01,2025-03-12,Nigeria,153.68,6.61
CUST00013,2024-11-01,2025-03-14,Nigeria,249.98,10.61
CUST00013,2024-11-01,2025-03-16,Nigeria,214.69,8.28
CUST00013,2024-11-01,2025-05-01,Nigeria,148.66,6.45
CUST00013,2024-11-01,2025-05-06,Nigeria,235.91,8.77
CUST00013,2024-11-01,2025-05-14,Nigeria,149.02,6.5
CUST00013,2024-11-01,2025-05-21,Nigeria,176.37,7.06
CUST00014,2024-10-01,2024-10-13,India,253.8,4.83
CUST00014,2024-10-01,2024-11-11,India,563.69,9.18
CUST00014,2024-10-01,2024-12-11,India,526.25,9.68
CUST00014,2024-10-01,2024-12-24,India,308.18,5.04
CUST00014,2024-10-01,2025-01-07,India,171.08,3.11
CUST00014,2024-10-01,2025-02-18,India,256.65,4.16
CUST00014,2024-10-01,2025-02-20,India,438.88,8.21
CUST00014,2024-10-01,2025-02-20,India,585.74,9.95
CUST00014,2024-10-01,2025-03-22,India,252.87,4.84
CUST00014,2024-10-01,2025-05-05,India,260.71,4.61
CUST00014,2024-10-01,2025-05-21,India,376.29,7.04
CUST00014,2024-10-01,2025-05-23,India,333.25,6.01
CUST00015,2024-12-01,2024-12-09,India,307.33,5.11
CUST00015,2024-12-01,2024-12-10,India,599.12,11.39
CUST00015,2024-12-01,2024-12-17,India,446.46,8.06
CUST00015,2024-12-01,2025-01-05,India,390.64,7.08
CUST00015,2024-12-01,2025-01-22,India,536.21,8.57
CUST00015,2024-12-01,2025-01-24,India,567.38,10.69
CUST00016,2024-03-01,2024-03-15,India,586.66,11.17
CUST00016,2024-03-01,2024-04-05,India,522.28,8.71
CUST00016,2024-03-01,2024-07-04,India,539.38,9.71
CUST00016,2024-03-01,2024-07-18,India,466.27,7.36
CUST00016,2024-03-01,2024-11-02,India,446.75,7.24
CUST00016,2024-03-01,2024-11-08,India,271.0,4.68
CUST00016,2024-03-01,2024-11-15,India,407.59,6.56
CUST00016,2024-03-01,2024-12-21,India,374.49,5.91
CUST00016,2024-03-01,2024-12-21,India,625.16,10.47
CUST00016,2024-03-01,2025-05-07,India,514.98,8.6
CUST00016,2024-03-01,2025-05-13,India,284.07,4.64
CUST00016,2024-03-01,2025-05-21,India,477.52,7.88
CUST00017,2024-04-01,2024-04-07,Nigeria,240.12,9.48
CUST00017,2024-04-01,2024-04-08,Nigeria,192.3,7.63
CUST00017,2024-04-01,2024-04-22,Nigeria,214.67,8.7
CUST00017,2024-04-01,2024-05-10,Nigeria,102.39,4.29
CUST00017,2024-04-01,2024-05-14,Nigeria,244.68,10.01
CUST00017,2024-04-01,2024-05-27,Nigeria,120.78,4.87
CUST00017,2024-04-01,2024-06-06,Nigeria,227.04,9.77
CUST00017,2024-04-01,2024-06-25,Nigeria,269.2,11.75
CUST00017,2024-04-01,2024-06-25,Nigeria,247.58,10.58
CUST00017,2024-04-01,2024-08-07,Nigeria,109.15,4.35
CUST00017,2024-04-01,2024-08-14,Nigeria,147.74,5.59
CUST00017,2024-04-01,2024-08-20,Nigeria,198.21,8.02
CUST00017,2024-04-01,2024-08-21,Nigeria,155.03,6.08
CUST00017,2024-04-01,2024-09-13,Nigeria,179.8,7.55
CUST00017,2024-04-01,2024-09-19,Nigeria,130.91,4.77
CUST00017,2024-04-01,2024-11-17,Nigeria,226.95,9.26
CUST00017,2024-04-01,2024-11-23,Nigeria,127.34,4.96
CUST00017,2024-04-01,2025-04-03,Nigeria,97.4,3.53
CUST00017,2024-04-01,2025-04-06,Nigeria,198.23,8.69
CUST00017,2024-04-01,2025-05-05,Nigeria,211.72,8.44
CUST00017,2024-04-01,2025-05-13,Nigeria,155.31,6.06
CUST00018,2024-03-01,2024-03-06,Nigeria,170.35,6.21
CUST00018,2024-03-01,2024-03-07,Nigeria,20.0,0.84
CUST00018,2024-03-01,2024-05-03,Nigeria,167.78,6.41
CUST00018,2024-03-01,2024-05-24,Nigeria,173.99,6.63
CUST00018,2024-03-01,2024-08-09,Nigeria,148.44,5.42
CUST00018,2024-03-01,2024-08-26,Nigeria,179.16,7.26
CUST00018,2024-03-01,2024-09-10,Nigeria,210.96,8.99
CUST00018,2024-03-01,2024-09-15,Nigeria,184.02,8.0
CUST00018,2024-03-01,2025-02-17,Nigeria,207.99,8.5
CUST00018,2024-03-01,2025-04-07,Nigeria,177.86,7.38
CUST00019,2024-07-01,2024-07-07,India,425.54,6.82
CUST00019,2024-07-01,2024-08-02,India,597.38,10.8
CUST00019,2024-07-01,2024-11-15,India,547.67,9.51
CUST00019,2024-07-01,2024-12-07,India,386.84,7.27
CUST00019,2024-07-01,2025-01-08,India,336.74,5.84
CUST00019,2024-07-01,2025-01-26,India,441.37,8.11
CUST00019,2024-07-01,2025-04-10,India,263.19,4.75
CUST00019,2024-07-01,2025-06-09,India,604.8,11.21
CUST00019,2024-07-01,2025-06-10,India,379.35,6.1
CUST00020,2024-07-01,2024-07-02,India,480.06,9.08
CUST00020,2024-07-01,2024-07-20,India,509.61,9.02
CUST00020,2024-07-01,2024-08-01,India,328.67,5.21
CUST00020,2024-07-01,2024-09-01,India,314.9,5.42
CUST00020,2024-07-01,2024-09-06,India,420.81,7.1
CUST00020,2024-07-01,2025-01-20,India,413.25,7.8
CUST00020,2024-07-01,2025-01-27,India,307.59,4.88
CUST00020,2024-07-01,2025-02-09,India,400.22,7.3
CUST00020,2024-07-01,2025-03-21,India,538.11,8.95
CUST00020,2024-07-01,2025-03-22,India,320.2,5.24
CUST00021,2024-09-01,2024-09-26,Nigeria,239.56,9.8
CUST00021,2024-09-01,2024-10-01,Nigeria,202.35,7.81
CUST00021,2024-09-01,2024-10-08,Nigeria,132.6,4.78
CUST00021,2024-09-01,2024-10-08,Nigeria,164.47,6.02
CUST00021,2024-09-01,2024-10-15,Nigeria,197.0,7.45
CUST00021,2024-09-01,2024-11-12,Nigeria,101.0,3.82
CUST00021,2024-09-01,2024-11-15,Nigeria,241.72,10.52
CUST00021,2024-09-01,2025-01-03,Nigeria,258.45,10.29
CUST00021,2024-09-01,2025-01-04,Nigeria,121.53,4.75
CUST00021,2024-09-01,2025-01-27,Nigeria,172.04,6.83
CUST00021,2024-09-01,2025-02-06,Nigeria,157.36,6.02
CUST00021,2024-09-01,2025-04-07,Nigeria,240.19,9.85
CUST00021,2024-09-01,2025-04-15,Nigeria,91.7,3.39
CUST00021,2024-09-01,2025-04-25,Nigeria,303.41,11.61
CUST00021,2024-09-01,2025-05-01,Nigeria,164.27,6.53
CUST00021,2024-09-01,2025-06-09,Nigeria,205.7,8.38
CUST00021,2024-09-01,2025-06-09,Nigeria,233.95,10.27
CUST00022,2024-02-01,2024-02-12,India,388.41,6.2
CUST00022,2024-02-01,2024-02-20,India,519.43,8.58
CUST00022,2024-02-01,2024-03-03,India,458.39,7.91
CUST00022,2024-02-01,2024-03-12,India,702.5,13.3
CUST00022,2024-02-01,2024-06-12,India,394.78,7.25
CUST00022,2024-02-01,2024-06-13,India,383.62,7.35
CUST00022,2024-02-01,2024-06-23,India,264.14,4.52
CUST00022,2024-02-01,2024-07-25,India,446.18,7.03
CUST00022,2024-02-01,2024-08-10,India,211.24,3.78
CUST00022,2024-02-01,2024-08-13,India,370.03,6.44
CUST00022,2024-02-01,2024-12-07,India,418.3,7.34
CUST00022,2024-02-01,2024-12-11,India,540.85,8.6
CUST00022,2024-02-01,2025-01-17,India,341.71,5.99
CUST00022,2024-02-01,2025-06-12,India,284.48,5.21
CUST00023,2024-10-01,2024-10-16,India,506.23,9.66
CUST00023,2024-10-01,2024-11-13,India,262.53,4.9
CUST00023,2024-10-01,2024-12-04,India,280.12,4.77
CUST00023,2024-10-01,2025-01-09,India,400.24,7.25
CUST00023,2024-10-01,2025-01-26,India,114.9,1.94
CUST00023,2024-10-01,2025-02-18,India,433.03,7.03
CUST00023,2024-10-01,2025-04-03,India,242.75,3.83
CUST00023,2024-10-01,2025-04-12,India,393.03,6.6
CUST00023,2024-10-01,2025-05-21,India,311.58,5.42
CUST00024,2024-04-01,2024-04-13,India,454.22,7.59
CUST00024,2024-04-01,2024-04-21,India,411.48,6.81
CUST00024,2024-04-01,2024-05-09,India,506.14,8.74
CUST00024,2024-04-01,2024-06-25,India,370.61,6.52
CUST00024,2024-04-01,2024-11-03,India,338.53,5.74
CUST00024,2024-04-01,2024-12-06,India,392.86,7.34
CUST00024,2024-04-01,2025-05-22,India,362.18,6.21
CUST00024,2024-04-01,2025-05-26,India,523.6,8.32
CUST00025,2024-12-01,2024-12-26,India,468.37,7.57
CUST00025,2024-12-01,2025-02-13,India,427.67,7.88
CUST00025,2024-12-01,2025-02-13,India,502.39,8.25
CUST00025,2024-12-01,2025-02-15,India,377.8,6.65
CUST00025,2024-12-01,2025-02-27,India,328.01,6.12
CUST00025,2024-12-01,2025-03-12,India,400.5,6.54
CUST00025,2024-12-01,2025-04-02,India,531.22,9.28
CUST00025,2024-12-01,2025-05-05,India,296.74,5.56
CUST00025,2024-12-01,2025-05-05,India,434.6,7.67
CUST00025,2024-12-01,2025-05-19,India,410.96,7.33
CUST00025,2024-12-01,2025-05-22,India,257.65,4.54
CUST00026,2024-08-01,2024-08-17,India,336.6,5.34
CUST00026,2024-08-01,2025-01-11,India,616.15,10.14
CUST00026,2024-08-01,2025-03-18,India,444.37,7.71
CUST00026,2024-08-01,2025-04-09,India,416.83,6.65
CUST00026,2024-08-01,2025-04-13,India,519.9,9.81
CUST00026,2024-08-01,2025-04-19,India,355.47,5.99
CUST00027,2024-01-01,2024-01-03,India,287.25,4.83
CUST00027,2024-01-01,2024-01-09,India,272.68,5.21
CUST00027,2024-01-01,2024-01-16,India,428.85,7.98
CUST00027,2024-01-01,2024-02-04,India,441.81,7.18
CUST00027,2024-01-01,2024-02-07,India,297.92,4.74
CUST00027,2024-01-01,2024-02-08,India,465.88,8.87
CUST00027,2024-01-01,2024-07-03,India,362.66,6.51
CUST00027,2024-01-01,2024-07-04,India,298.98,5.07
CUST00027,2024-01-01,2025-01-06,India,187.09,3.1
CUST00027,2024-01-01,2025-02-17,India,389.47,6.96
CUST00027,2024-01-01,2025-02-21,India,288.47,5.39
CUST00027,2024-01-01,2025-02-21,India,382.78,6.59
CUST00027,2024-01-01,2025-02-25,India,20.0,0.36
CUST00027,2024-01-01,2025-04-14,India,402.06,7.49
CUST00028,2024-08-01,2024-08-23,Nigeria,138.27,5.15
CUST00028,2024-08-01,2024-09-17,Nigeria,273.43,10.54
CUST00028,2024-08-01,2024-09-17,Nigeria,142.43,5.44
CUST00028,2024-08-01,2024-12-11,Nigeria,180.92,7.71
CUST00028,2024-08-01,2024-12-11,Nigeria,223.72,8.61
CUST00028,2024-08-01,2025-03-01,Nigeria,129.46,4.92
CUST00028,2024-08-01,2025-03-11,Nigeria,204.63,8.46
CUST00028,2024-08-01,2025-03-26,Nigeria,150.71,5.48
CUST00029,2024-06-01,2024-06-19,India,379.58,6.49
CUST00029,2024-06-01,2024-07-14,India,263.6,4.86
CUST00029,2024-06-01,2024-08-05,India,419.21,6.91
CUST00029,2024-06-01,2024-09-13,India,416.06,7.65
CUST00029,2024-06-01,2024-09-13,India,290.96,5.25
CUST00029,2024-06-01,2024-11-08,India,329.84,5.74
CUST00029,2024-06-01,2025-06-06,India,352.57,6.16
CUST00030,2024-04-01,2024-04-11,India,260.68,4.91
CUST00030,2024-04-01,2024-04-26,India,622.15,10.48
CUST00030,2024-04-01,2024-05-15,India,351.48,5.86
CUST00030,2024-04-01,2024-05-21,India,405.96,6.5
CUST00030,2024-04-01,2024-05-21,India,403.07,6.83
CUST00030,2024-04-01,2024-07-13,India,460.43,7.99
CUST00030,2024-04-01,2024-07-22,India,461.24,7.51
CUST00030,2024-04-01,2025-04-10,India,306.04,5.78
CUST00030,2024-04-01,2025-04-22,India,228.78,3.76
CUST00030,2024-04-01,2025-06-08,India,224.22,4.06
CUST00031,2024-02-01,2024-02-09,Nigeria,246.87,10.73
CUST00031,2024-02-01,2024-02-25,Nigeria,274.69,11.84
CUST00031,2024-02-01,2024-03-01,Nigeria,246.84,10.78
CUST00031,2024-02-01,2024-04-21,Nigeria,186.46,8.1
CUST00031,2024-02-01,2024-06-03,Nigeria,204.71,7.64
CUST00031,2024-02-01,2024-07-01,Nigeria,37.46,1.55
CUST00031,2024-02-01,2024-08-25,Nigeria,166.95,7.24
CUST00031,2024-02-01,2024-08-27,Nigeria,215.89,9.47
CUST00031,2024-02-01,2024-09-06,Nigeria,90.66,3.4
CUST00031,2024-02-01,2025-05-01,Nigeria,269.15,11.76
CUST00031,2024-02-01,2025-05-18,Nigeria,166.77,7.03
CUST00032,2024-02-01,2024-02-05,India,487.35,9.05
CUST00032,2024-02-01,2024-03-23,India,126.0,2.31
CUST00032,2024-02-01,2024-04-03,India,799.51,13.94
CUST00032,2024-02-01,2024-07-13,India,204.39,3.4
CUST00032,2024-02-01,2024-08-18,India,438.46,7.26
CUST00032,2024-02-01,2024-10-04,India,458.9,8.16
CUST00032,2024-02-01,2024-11-19,India,353.85,6.69
CUST00032,2024-02-01,2024-11-26,India,246.72,4.66
CUST00032,2024-02-01,2024-12-16,India,284.88,5.34
CUST00032,2024-02-01,2024-12-20,India,301.24,5.06
CUST00032,2024-02-01,2025-02-04,India,469.35,7.64
CUST00032,2024-02-01,2025-02-24,India,487.93,8.29
CUST00032,2024-02-01,2025-05-21,India,462.83,7.38
CUST00033,2024-04-01,2024-04-03,Nigeria,26.5,1.14
CUST00033,2024-04-01,2024-05-19,Nigeria,253.04,10.83
CUST00033,2024-04-01,2024-06-25,Nigeria,229.23,8.72
CUST00033,2024-04-01,2024-08-22,Nigeria,267.58,11.05
CUST00033,2024-04-01,2024-08-27,Nigeria,76.79,3.02
CUST00033,2024-04-01,2024-10-17,Nigeria,219.03,8.4
CUST00033,2024-04-01,2025-01-02,Nigeria,244.92,9.72
CUST00033,2024-04-01,2025-01-09,Nigeria,89.82,3.56
CUST00033,2024-04-01,2025-06-13,Nigeria,239.73,9.04
CUST00034,2024-08-01,2024-08-17,Nigeria,243.49,9.86
CUST00034,2024-08-01,2024-10-04,Nigeria,236.25,9.23
CUST00034,2024-08-01,2024-11-26,Nigeria,244.52,8.99
CUST00034,2024-08-01,2024-12-03,Nigeria,177.11,7.73
CUST00034,2024-08-01,2024-12-21,Nigeria,201.79,8.08
CUST00034,2024-08-01,2024-12-27,Nigeria,117.78,5.15
CUST00034,2024-08-01,2025-01-11,Nigeria,141.61,5.31
CUST00034,2024-08-01,2025-01-18,Nigeria,184.18,7.05
CUST00034,2024-08-01,2025-01-22,Nigeria,243.6,9.26
CUST00034,2024-08-01,2025-01-24,Nigeria,217.02,9.44
CUST00034,2024-08-01,2025-02-01,Nigeria,147.85,6.13
CUST00034,2024-08-01,2025-02-05,Nigeria,77.56,2.84
CUST00034,2024-08-01,2025-02-07,Nigeria,177.57,7.29
CUST00034,2024-08-01,2025-02-15,Nigeria,189.88,8.03
CUST00034,2024-08-01,2025-03-24,Nigeria,149.58,6.56
CUST00034,2024-08-01,2025-03-26,Nigeria,79.89,3.16
CUST00034,2024-08-01,2025-05-02,Nigeria,75.15,2.88
CUST00034,2024-08-01,2025-05-20,Nigeria,69.23,2.71
CUST00034,2024-08-01,2025-05-27,Nigeria,124.23,5.07
CUST00035,2024-12-01,2024-12-15,India,364.63,6.96
CUST00035,2024-12-01,2025-02-02,India,271.41,4.81
CUST00035,2024-12-01,2025-02-09,India,554.61,10.11
CUST00035,2024-12-01,2025-03-02,India,354.21,6.31
CUST00036,2024-08-01,2024-08-01,Nigeria,196.61,7.42
CUST00036,2024-08-01,2024-09-06,Nigeria,128.14,5.38
CUST00036,2024-08-01,2024-09-25,Nigeria,171.54,6.77
CUST00036,2024-08-01,2024-10-18,Nigeria,88.54,3.69
CUST00036,2024-08-01,2024-10-24,Nigeria,195.83,8.1
CUST00036,2024-08-01,2024-11-11,Nigeria,165.47,6.28
CUST00036,2024-08-01,2024-11-15,Nigeria,175.55,6.34
CUST00036,2024-08-01,2024-12-13,Nigeria,151.55,6.08
CUST00036,2024-08-01,2024-12-18,Nigeria,91.31,3.93
CUST00036,2024-08-01,2024-12-19,Nigeria,112.12,4.48
CUST00036,2024-08-01,2025-01-06,Nigeria,259.56,11.0
CUST00036,2024-08-01,2025-01-07,Nigeria,132.84,5.73
CUST00036,2024-08-01,2025-01-09,Nigeria,97.14,3.52
CUST00036,2024-08-01,2025-03-04,Nigeria,180.25,6.79
CUST00036,2024-08-01,2025-03-11,Nigeria,147.03,5.82
CUST00036,2024-08-01,2025-03-22,Nigeria,138.58,5.53
CUST00036,2024-08-01,2025-03-25,Nigeria,231.58,8.71
CUST00036,2024-08-01,2025-04-25,Nigeria,138.05,5.15
CUST00036,2024-08-01,2025-05-07,Nigeria,150.46,6.28
CUST00037,2024-02-01,2024-02-12,India,391.95,6.91
CUST00037,2024-02-01,2024-03-23,India,180.83,2.98
CUST00037,2024-02-01,2024-03-23,India,364.95,6.2
CUST00037,2024-02-01,2024-04-09,India,419.35,6.72
CUST00037,2024-02-01,2024-04-13,India,211.92,3.97
CUST00037,2024-02-01,2024-05-15,India,261.46,4.75
CUST00037,2024-02-01,2024-05-15,India,444.17,7.76
CUST00037,2024-02-01,2024-05-22,India,381.72,6.41
CUST00037,2024-02-01,2024-06-10,India,446.12,8.4
CUST00037,2024-02-01,2024-06-22,India,132.64,2.28
CUST00037,2024-02-01,2024-06-26,India,286.44,4.73
CUST00037,2024-02-01,2024-07-23,India,345.45,5.74
CUST00037,2024-02-01,2024-08-24,India,502.57,8.65
CUST00037,2024-02-01,2024-09-01,India,630.61,10.38
CUST00037,2024-02-01,2024-09-02,India,501.83,9.01
CUST00037,2024-02-01,2024-11-07,India,351.05,5.7
CUST00037,2024-02-01,2025-01-03,India,418.43,7.41
CUST00037,2024-02-01,2025-01-17,India,503.32,9.11
CUST00038,2024-08-01,2024-08-03,India,375.58,6.77
CUST00038,2024-08-01,2024-08-09,India,505.3,9.41
CUST00038,2024-08-01,2024-08-09,India,754.63,14.22
CUST00038,2024-08-01,2024-09-08,India,356.18,6.7
CUST00038,2024-08-01,2024-10-22,India,422.72,7.3
CUST00038,2024-08-01,2024-10-25,India,375.61,6.59
CUST00038,2024-08-01,2024-12-22,India,464.54,8.47
CUST00038,2024-08-01,2025-01-11,India,558.77,10.62
CUST00038,2024-08-01,2025-02-02,India,412.22,6.59
CUST00038,2024-08-01,2025-02-08,India,561.56,9.68
CUST00038,2024-08-01,2025-05-09,India,463.75,7.87
CUST00038,2024-08-01,2025-05-19,India,548.4,8.96
CUST00039,2024-12-01,2024-12-10,Nigeria,135.08,5.63
CUST00039,2024-12-01,2024-12-12,Nigeria,106.28,4.44
CUST00039,2024-12-01,2024-12-16,Nigeria,77.99,2.93
CUST00039,2024-12-01,2024-12-27,Nigeria,203.38,8.72
CUST00039,2024-12-01,2025-01-06,Nigeria,241.83,9.74
CUST00039,2024-12-01,2025-01-19,Nigeria,210.65,8.93
CUST00039,2024-12-01,2025-02-21,Nigeria,119.2,4.86
CUST00039,2024-12-01,2025-02-22,Nigeria,222.07,8.11
